Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,JRJC  ,             ,        9394,        5355,            0,
01/02/2015,JRVR  ,             ,         400,         708,            0,
01/02/2015,JST   ,             ,         211,         400,            0,
01/02/2015,JTP   ,             ,         155,           0,            0,
01/02/2015,JUNO  ,             ,        9902,       22625,            0,
01/02/2015,JVA   ,             ,         451,        1700,            0,
01/02/2015,JYNT  ,             ,         465,         100,            0,
01/02/2015,KALU  ,             ,        3486,        9436,            0,
01/02/2015,KANG  ,             ,         263,         440,            0,
01/02/2015,KBAL  ,             ,        2597,        5207,            0,
01/02/2015,KBIO  ,             ,        4700,       15802,            0,
01/02/2015,KCAP  ,             ,        7154,        7515,            0,
01/02/2015,KCLI  ,             ,         448,         559,            0,
01/02/2015,KE    ,             ,         999,        2696,            0,
01/02/2015,KELYA ,             ,        2206,       10646,            0,
01/02/2015,KERX  ,             ,        7586,       23027,            0,
01/02/2015,KEY   ,             ,           2,           0,            0,
01/02/2015,KEYW  ,             ,        1972,       13837,            0,
01/02/2015,KFRC  ,             ,         561,        4670,            0,
01/02/2015,KFX   ,             ,        1921,        7057,            0,
01/02/2015,KGJI  ,             ,         200,           0,            0,
01/02/2015,KIN   ,             ,       10792,        8500,            0,
01/02/2015,KINS  ,             ,         101,           0,            0,
01/02/2015,KIRK  ,             ,         739,        1972,            0,
01/02/2015,KITE  ,             ,       21399,       37151,            0,
01/02/2015,KLAC  ,             ,       14489,       65084,            0,
01/02/2015,KLIC  ,             ,        4051,       22973,            0,
01/02/2015,KLXI  ,             ,        5464,       15027,            0,
01/02/2015,KMDA  ,             ,        3060,         500,            0,
01/02/2015,KNDI  ,             ,       18290,       12941,            0,
01/02/2015,KONA  ,             ,        1113,        2609,            0,
01/02/2015,KONE  ,             ,         200,           0,            0,
01/02/2015,KOOL  ,             ,       27900,         100,            0,
01/02/2015,KOPN  ,             ,        2035,        8562,            0,
01/02/2015,KPTI  ,             ,         888,        9184,            0,
01/02/2015,KRFT  ,             ,       47573,      151310,            0,
01/02/2015,KRNY  ,             ,         177,        1497,            0,
01/02/2015,KTCC  ,             ,         220,         100,            0,
01/02/2015,KTOS  ,             ,       22336,       13086,            0,
01/02/2015,KTWO  ,             ,         563,        3000,            0,
01/02/2015,KUTV  ,             ,         200,           0,            0,
01/02/2015,KVHI  ,             ,         302,        2101,            0,
01/02/2015,KWEB  ,             ,         189,         101,            0,
01/02/2015,KYTH  ,             ,        2105,       11555,            0,
01/02/2015,KZ    ,             ,         215,         100,            0,
01/02/2015,LABL  ,             ,         321,        3495,            0,
01/02/2015,LACO  ,             ,         100,           0,            0,
01/02/2015,LAKE  ,             ,        5737,       55627,            0,
01/02/2015,LAMR  ,             ,        2546,      137105,            0,
01/02/2015,LANC  ,             ,         734,        3323,            0,
01/02/2015,LAND  ,             ,         406,        1800,            0,
01/02/2015,LAWS  ,             ,         100,         297,            0,
01/02/2015,LAYN  ,             ,        1025,        5635,            0,
01/02/2015,LBAI  ,             ,         832,        2987,            0,
01/02/2015,LBIX  ,             ,        2698,         100,            0,
01/02/2015,LBRDA ,             ,         174,        2677,            0,
01/02/2015,LBRDK ,             ,        1400,       10178,            0,
01/02/2015,LBRKR ,             ,        1928,         322,            0,
01/02/2015,LBTYA ,             ,       12191,      230175,            0,
01/02/2015,LBTYK ,             ,       36374,       63636,            0,
01/02/2015,LCNB  ,             ,         300,         100,            0,
01/02/2015,LCUT  ,             ,         209,        1466,            0,
01/02/2015,LDRH  ,             ,        1833,        8923,            0,
01/02/2015,LDRI  ,             ,        1000,           0,            0,
01/02/2015,LE    ,             ,         848,        5483,            0,
01/02/2015,LECO  ,             ,        1584,       10583,            0,
01/02/2015,LEDS  ,             ,       14033,        5695,            0,
01/02/2015,LEN   ,             ,           2,           0,            0,
01/02/2015,LFUS  ,             ,         983,        5411,            0,
01/02/2015,LFVN  ,             ,        1446,        8600,            0,
01/02/2015,LGCY  ,             ,        5595,       28343,            0,
01/02/2015,LGCYO ,             ,         100,         193,            0,
01/02/2015,LGIH  ,             ,        1380,        6943,            0,
01/02/2015,LGND  ,             ,         943,        5692,            0,
01/02/2015,LHCG  ,             ,         359,        3725,            0,
01/02/2015,LIME  ,             ,          70,         800,            0,
01/02/2015,LINC  ,             ,         140,         936,            0,
01/02/2015,LINE  ,             ,      149983,      251218,            0,
01/02/2015,LION  ,             ,         310,        1524,            0,
01/02/2015,LIOX  ,             ,        1405,       11845,            0,
01/02/2015,LIQD  ,             ,        1000,       18000,            0,
01/02/2015,LIVE  ,             ,        2005,        2500,            0,
01/02/2015,LJPC  ,             ,        2007,        7729,            0,
01/02/2015,LKFN  ,             ,         357,        2322,            0,
01/02/2015,LKQ   ,             ,       14202,       48162,            0,
01/02/2015,LLNW  ,             ,        1166,        6130,            0,
01/02/2015,LLTC  ,             ,       12137,       92841,            0,
01/02/2015,LMAT  ,             ,         410,        1400,            0,
01/02/2015,LMCA  ,             ,        3809,       22431,            0,
01/02/2015,LMCK  ,             ,        9166,       19386,            0,
01/02/2015,LMIA  ,             ,         460,        2134,            0,
01/02/2015,LMNR  ,             ,        1595,        1001,            0,
01/02/2015,LMNS  ,             ,         616,         130,            0,
01/02/2015,LMNX  ,             ,        1815,       12563,            0,
01/02/2015,LMOS  ,             ,         647,        3121,            0,
01/02/2015,LMRK  ,             ,        2225,           0,            0,
01/02/2015,LMT   ,             ,           2,           0,            0,
01/02/2015,LNBB  ,             ,         232,        1400,            0,
01/02/2015,LNCE  ,             ,        3391,       15577,            0,
01/02/2015,LNCO  ,             ,       88512,       52384,            0,
01/02/2015,LNDC  ,             ,        1331,        5147,            0,
01/02/2015,LNG   ,             ,         200,           0,            0,
01/02/2015,LNN   ,             ,         100,           0,            0,
01/02/2015,LOAN  ,             ,        5211,        1772,            0,
01/02/2015,LOCM  ,             ,        1000,           0,            0,
01/02/2015,LOCO  ,             ,       14465,       19538,            0,
01/02/2015,LOGI  ,             ,        1700,        4093,            0,
01/02/2015,LOGM  ,             ,         857,       12772,            0,
01/02/2015,LOJN  ,             ,          50,          15,            0,
01/02/2015,LONG  ,             ,         150,           0,            0,
01/02/2015,LOPE  ,             ,        2463,       13387,            0,
01/02/2015,LORL  ,             ,         222,        4213,            0,
01/02/2015,LOXO  ,             ,         747,        2965,            0,
01/02/2015,LPCN  ,             ,         125,        1600,            0,
01/02/2015,LPHI  ,             ,        1000,         200,            0,
01/02/2015,LPLA  ,             ,        1745,       18438,            0,
01/02/2015,LPNT  ,             ,         886,       14184,            0,
01/02/2015,LPSN  ,             ,        3357,       16148,            0,
01/02/2015,LPTH  ,             ,          16,         100,            0,
01/02/2015,LPTN  ,             ,         200,        2740,            0,
01/02/2015,LQDT  ,             ,        6872,        8354,            0,
01/02/2015,LRAD  ,             ,         583,        3207,            0,
01/02/2015,LRCX  ,             ,       14001,       59979,            0,
01/02/2015,LSCC  ,             ,        7670,       34980,            0,
01/02/2015,LSTR  ,             ,         968,       44634,            0,
01/02/2015,LTBR  ,             ,         200,           0,            0,
01/02/2015,LTRE  ,             ,           0,         100,            0,
01/02/2015,LTRPA ,             ,        7984,        9635,            0,
01/02/2015,LTRX  ,             ,        1500,         920,            0,
01/02/2015,LTXB  ,             ,        1551,        3146,            0,
01/02/2015,LULU  ,             ,        7301,       11988,            0,
01/02/2015,LUNA  ,             ,           0,        2600,            0,
01/02/2015,LUV   ,             ,         237,           0,            0,
01/02/2015,LVNTA ,             ,        5298,       21784,            0,
01/02/2015,LWAY  ,             ,         340,         300,            0,
01/02/2015,LXRX  ,             ,       23241,      257663,            0,
01/02/2015,LYTS  ,             ,        1235,        2830,            0,
01/02/2015,MACK  ,             ,        8537,       49735,            0,
01/02/2015,MAG   ,             ,          80,         384,            0,
01/02/2015,MAGS  ,             ,         129,         100,            0,
01/02/2015,MANH  ,             ,        2222,       18301,            0,
01/02/2015,MANT  ,             ,         898,        6307,            0,
01/02/2015,MAR   ,             ,       15834,       68373,            0,
01/02/2015,MARA  ,             ,         500,        5129,            0,
01/02/2015,MARK  ,             ,           0,         200,            0,
01/02/2015,MARPS ,             ,           1,           0,            0,
01/02/2015,MASI  ,             ,        2587,       23449,            0,
01/02/2015,MAT   ,             ,       39737,      167982,            0,
01/02/2015,MATR  ,             ,         320,        1100,            0,
01/02/2015,MATW  ,             ,         761,        6461,            0,
01/02/2015,MBFI  ,             ,        1317,       20425,            0,
01/02/2015,MBII  ,             ,       11784,       10124,            0,
01/02/2015,MBLX  ,             ,        2202,           0,            0,
01/02/2015,MBRG  ,             ,         350,           0,            0,
01/02/2015,MBSD  ,             ,          94,           0,            0,
01/02/2015,MBTF  ,             ,           0,         418,            0,
01/02/2015,MBUU  ,             ,         107,        4694,            0,
01/02/2015,MBVT  ,             ,         268,         500,            0,
01/02/2015,MBWM  ,             ,         362,        2050,            0,
01/02/2015,MC    ,             ,           0,          15,            0,
01/02/2015,MCBC  ,             ,         927,        4040,            0,
01/02/2015,MCBK  ,             ,         100,           0,            0,
01/02/2015,MCEP  ,             ,        6628,        1632,            0,
01/02/2015,MCGC  ,             ,        1869,       15567,            0,
01/02/2015,MCHP  ,             ,       11490,       87204,            0,
01/02/2015,MCHX  ,             ,         711,        6814,            0,
01/02/2015,MCOX  ,             ,        2900,           0,            0,
01/02/2015,MCR   ,             ,           4,           0,            0,
01/02/2015,MCRI  ,             ,         169,        2190,            0,
01/02/2015,MCRL  ,             ,        4388,       10596,            0,
01/02/2015,MCUR  ,             ,           0,         100,            0,
01/02/2015,MDAS  ,             ,        4307,       14815,            0,
01/02/2015,MDCA  ,             ,        1221,       12289,            0,
01/02/2015,MDCO  ,             ,        9487,       25054,            0,
01/02/2015,MDIV  ,             ,        1011,          65,            0,
01/02/2015,MDLZ  ,             ,       89620,      571433,            0,
01/02/2015,MDRX  ,             ,        7288,       43488,            0,
01/02/2015,MDSO  ,             ,        1396,       15793,            0,
01/02/2015,MDT   ,             ,         500,           0,            0,
01/02/2015,MDVN  ,             ,        7090,      104436,            0,
01/02/2015,MDVXU ,             ,         650,         306,            0,
01/02/2015,MDWD  ,             ,         300,           0,            0,
01/02/2015,MDXG  ,             ,       70513,       13872,            0,
01/02/2015,MEET  ,             ,         150,        9900,            0,
01/02/2015,MEIL  ,             ,        3100,           0,            0,
01/02/2015,MEIP  ,             ,         200,        1125,            0,
01/02/2015,MELA  ,             ,           0,        1000,            0,
01/02/2015,MELI  ,             ,         990,        2315,            0,
01/02/2015,MEMP  ,             ,       16475,      131830,            0,
01/02/2015,MENT  ,             ,        9728,       28810,            0,
01/02/2015,MEOH  ,             ,       15585,        3703,            0,
01/02/2015,MERC  ,             ,        1920,       14158,            0,
01/02/2015,MERU  ,             ,         700,        2300,            0,
01/02/2015,METR  ,             ,         420,        1369,            0,
01/02/2015,MFI   ,             ,         104,        1303,            0,
01/02/2015,MFLX  ,             ,         219,         921,            0,
01/02/2015,MFRI  ,             ,         300,         700,            0,
01/02/2015,MFRM  ,             ,        6283,        8827,            0,
01/02/2015,MGEE  ,             ,        5376,        7983,            0,
01/02/2015,MGI   ,             ,       10436,       12464,            0,
01/02/2015,MGIC  ,             ,         201,        5621,            0,
01/02/2015,MGLN  ,             ,         974,        6837,            0,
01/02/2015,MGM   ,             ,         500,           0,            0,
01/02/2015,MGNX  ,             ,        2694,       15946,            0,
01/02/2015,MGPI  ,             ,         450,         855,            0,
01/02/2015,MGRC  ,             ,         511,        4056,            0,
01/02/2015,MGYR  ,             ,           0,         100,            0,
01/02/2015,MHGC  ,             ,         468,        2942,            0,
01/02/2015,MHLD  ,             ,        3035,       14167,            0,
01/02/2015,MIDD  ,             ,         624,        8551,            0,
01/02/2015,MIFI  ,             ,        1000,        4700,            0,
01/02/2015,MIK   ,             ,        3450,       23201,            0,
01/02/2015,MIND  ,             ,         454,        3998,            0,
01/02/2015,MINI  ,             ,        1141,        5471,            0,
01/02/2015,MITK  ,             ,        2652,         952,            0,
01/02/2015,MITL  ,             ,         663,        5000,            0,
01/02/2015,MKSI  ,             ,        2278,       16631,            0,
01/02/2015,MKTO  ,             ,         819,       13160,            0,
01/02/2015,MKTX  ,             ,        1373,        8294,            0,
01/02/2015,MLAB  ,             ,          34,         911,            0,
01/02/2015,MLHR  ,             ,        2489,       14545,            0,
01/02/2015,MLNK  ,             ,        5051,        7888,            0,
01/02/2015,MLNX  ,             ,        1572,        5536,            0,
01/02/2015,MLVF  ,             ,           0,         600,            0,
01/02/2015,MMAC  ,             ,           1,           0,            0,
01/02/2015,MMLP  ,             ,        3310,        9633,            0,
01/02/2015,MMM   ,             ,           2,           0,            0,
01/02/2015,MMSI  ,             ,        1064,        9738,            0,
01/02/2015,MMYT  ,             ,        1200,        2902,            0,
01/02/2015,MNDL  ,             ,         600,        5594,            0,
01/02/2015,MNDO  ,             ,       12900,         700,            0,
01/02/2015,MNGA  ,             ,        5200,           0,            0,
01/02/2015,MNK   ,             ,           0,          70,            0,
01/02/2015,MNKD  ,             ,       24001,      135526,            0,
01/02/2015,MNRK  ,             ,         199,           0,            0,
01/02/2015,MNRO  ,             ,        2761,        6967,            0,
01/02/2015,MNST  ,             ,       16102,       56417,            0,
01/02/2015,MNTA  ,             ,        2349,       25122,            0,
01/02/2015,MNTX  ,             ,        3220,        9874,            0,
01/02/2015,MOBI  ,             ,         504,         200,            0,
01/02/2015,MOBL  ,             ,        1732,       10032,            0,
01/02/2015,MOFG  ,             ,         360,         687,            0,
01/02/2015,MOKO  ,             ,           4,           0,            0,
01/02/2015,MOLG  ,             ,        3377,        1129,            0,
01/02/2015,MOMO  ,             ,        2181,        9301,            0,
01/02/2015,MORN  ,             ,         398,        5690,            0,
01/02/2015,MOSY  ,             ,       13377,        5500,            0,
01/02/2015,MPAA  ,             ,         738,       12028,            0,
01/02/2015,MPC   ,             ,         400,           0,            0,
01/02/2015,MPEL  ,             ,       26214,       95106,            0,
01/02/2015,MPET  ,             ,        2601,         100,            0,
01/02/2015,MPWR  ,             ,        5437,       12445,            0,
01/02/2015,MRCC  ,             ,        1478,        2247,            0,
01/02/2015,MRCY  ,             ,         638,        6302,            0,
01/02/2015,MRD   ,             ,       11196,       20404,            0,
01/02/2015,MRGE  ,             ,        6253,       32280,            0,
01/02/2015,MRK   ,             ,        1100,           0,            0,
01/02/2015,MRKT  ,             ,        2717,        8509,            0,
01/02/2015,MRLN  ,             ,         189,         411,            0,
01/02/2015,MRNS  ,             ,          25,           0,            0,
01/02/2015,MRO   ,             ,         400,           0,            0,
01/02/2015,MRTN  ,             ,        2865,        3972,            0,
01/02/2015,MRTX  ,             ,         590,        2941,            0,
01/02/2015,MRVC  ,             ,         227,         800,            0,
01/02/2015,MRVL  ,             ,       26840,       76845,            0,
01/02/2015,MS    ,             ,           2,           0,            0,
01/02/2015,MSCC  ,             ,        6295,       19670,            0,
01/02/2015,MSEX  ,             ,        1179,        1604,            0,
01/02/2015,MSFG  ,             ,         688,        2752,            0,
01/02/2015,MSFT  ,             ,      378640,     2292561,            0,
01/02/2015,MSG   ,             ,         714,       12972,            0,
01/02/2015,MSON  ,             ,         266,         700,            0,
01/02/2015,MSTR  ,             ,         454,        3669,            0,
01/02/2015,MTBC  ,             ,        2000,           0,            0,
01/02/2015,MTEX  ,             ,         224,         700,            0,
01/02/2015,MTGE  ,             ,        7862,       16249,            0,
01/02/2015,MTLS  ,             ,        4471,         710,            0,
01/02/2015,MTRX  ,             ,        4914,        8256,            0,
01/02/2015,MTSC  ,             ,         856,        3071,            0,
01/02/2015,MTSI  ,             ,         493,       14395,            0,
01/02/2015,MTSN  ,             ,        1910,       20300,            0,
01/02/2015,MU    ,             ,      167742,      620791,            0,
01/02/2015,MVIS  ,             ,        3690,       10400,            0,
01/02/2015,MWIV  ,             ,         285,        3797,            0,
01/02/2015,MXIM  ,             ,       30276,       41096,            0,
01/02/2015,MXWL  ,             ,        5922,        9132,            0,
01/02/2015,MYGN  ,             ,        4074,       52064,            0,
01/02/2015,MYL   ,             ,       28949,      165472,            0,
01/02/2015,MYOS  ,             ,         240,           0,            0,
01/02/2015,MYRG  ,             ,        1041,        2103,            0,
01/02/2015,MZOR  ,             ,        1471,           0,            0,
01/02/2015,N     ,             ,           2,           0,            0,
01/02/2015,NAD   ,             ,           8,           0,            0,
01/02/2015,NAME  ,             ,         111,        6542,            0,
01/02/2015,NANO  ,             ,        8757,        6925,            0,
01/02/2015,NATH  ,             ,         228,        1264,            0,
01/02/2015,NATI  ,             ,        2467,       29241,            0,
01/02/2015,NATL  ,             ,         490,        1052,            0,
01/02/2015,NATR  ,             ,         593,        1500,            0,
01/02/2015,NAUH  ,             ,         800,         100,            0,
01/02/2015,NAVG  ,             ,         620,        2523,            0,
01/02/2015,NAVI  ,             ,        9871,      127434,            0,
01/02/2015,NBBC  ,             ,        1358,        6542,            0,
01/02/2015,NBG   ,             ,         900,           0,            0,
01/02/2015,NBIX  ,             ,        3726,       31402,            0,
01/02/2015,NBN   ,             ,           0,         800,            0,
01/02/2015,NBR   ,             ,         500,           0,            0,
01/02/2015,NBS   ,             ,        2802,       11425,            0,
01/02/2015,NBTB  ,             ,         939,       10283,            0,
01/02/2015,NBTF  ,             ,         102,           0,            0,
01/02/2015,NCIT  ,             ,         130,        1300,            0,
01/02/2015,NCLH  ,             ,        5333,       24615,            0,
01/02/2015,NCMI  ,             ,        2965,       15168,            0,
01/02/2015,NCTY  ,             ,           0,         200,            0,
01/02/2015,NCZ   ,             ,         700,           0,            0,
01/02/2015,NDAQ  ,             ,        5472,       68707,            0,
01/02/2015,NDLS  ,             ,        1852,        6164,            0,
01/02/2015,NDRM  ,             ,       10253,       10110,            0,
01/02/2015,NDSN  ,             ,        2448,       17364,            0,
01/02/2015,NE    ,             ,         200,           0,            0,
01/02/2015,NECB  ,             ,           0,         100,            0,
01/02/2015,NEM   ,             ,         500,           0,            0,
01/02/2015,NEO   ,             ,           0,        6500,            0,
01/02/2015,NEOG  ,             ,        7067,        7383,            0,
01/02/2015,NEON  ,             ,       20393,        3035,            0,
01/02/2015,NEOT  ,             ,         626,           0,            0,
01/02/2015,NERV  ,             ,         250,           0,            0,
01/02/2015,NETE  ,             ,        1000,        9900,            0,
01/02/2015,NEWP  ,             ,        2233,       11085,            0,
01/02/2015,NEWR  ,             ,           0,          91,            0,
01/02/2015,NEWS  ,             ,         528,        2587,            0,
01/02/2015,NEWT  ,             ,        2820,        1791,            0,
01/02/2015,NFBK  ,             ,        2187,       14345,            0,
01/02/2015,NFLX  ,             ,        6912,       23364,            0,
01/02/2015,NGHC  ,             ,         653,        6484,            0,
01/02/2015,NGVC  ,             ,           0,          97,            0,
01/02/2015,NICE  ,             ,        1671,        2530,            0,
01/02/2015,NICK  ,             ,        1366,        4358,            0,
01/02/2015,NILE  ,             ,         482,        3390,            0,
01/02/2015,NIM   ,             ,          11,           0,            0,
01/02/2015,NKSH  ,             ,         488,        1068,            0,
01/02/2015,NKTR  ,             ,        6454,       42003,            0,
01/02/2015,NLNK  ,             ,        1711,       17037,            0,
01/02/2015,NLST  ,             ,        8000,           0,            0,
01/02/2015,NMIH  ,             ,        1599,        4894,            0,
01/02/2015,NMRX  ,             ,         187,        1009,            0,
01/02/2015,NNBR  ,             ,        2276,        7658,            0,
01/02/2015,NOK   ,             ,           2,           0,            0,
01/02/2015,NORD  ,             ,           0,          15,            0,
01/02/2015,NOV   ,             ,         200,           0,            0,
01/02/2015,NP    ,             ,           0,         100,            0,
01/02/2015,NPBC  ,             ,        4958,       38694,            0,
01/02/2015,NPP   ,             ,          10,           0,            0,
01/02/2015,NPSP  ,             ,        8896,      124687,            0,
01/02/2015,NR    ,             ,         100,           0,            0,
01/02/2015,NRCIA ,             ,         388,        1047,            0,
01/02/2015,NRCIB ,             ,           0,           7,            0,
01/02/2015,NRIM  ,             ,         385,         711,            0,
01/02/2015,NRX   ,             ,       34659,       12267,            0,
01/02/2015,NSC   ,             ,           2,           0,            0,
01/02/2015,NSEC  ,             ,         350,           0,            0,
01/02/2015,NSIT  ,             ,         950,        9023,            0,
01/02/2015,NSPH  ,             ,        5566,       50500,            0,
01/02/2015,NSSC  ,             ,           0,         125,            0,
01/02/2015,NSTG  ,             ,         549,        3200,            0,
01/02/2015,NTAP  ,             ,       23194,      146476,            0,
01/02/2015,NTCT  ,             ,        2175,       11146,            0,
01/02/2015,NTES  ,             ,        4042,        5917,            0,
01/02/2015,NTGR  ,             ,        7551,        7579,            0,
01/02/2015,NTK   ,             ,         142,        1321,            0,
01/02/2015,NTLS  ,             ,        2261,       16800,            0,
01/02/2015,NTP   ,             ,        2731,           0,            0,
01/02/2015,NTRI  ,             ,        5979,       13656,            0,
01/02/2015,NTRS  ,             ,        5455,       78561,            0,
01/02/2015,NTRSP ,             ,        7620,           0,            0,
01/02/2015,NTWK  ,             ,           0,        1500,            0,
01/02/2015,NUAN  ,             ,       18858,       50828,            0,
01/02/2015,NURO  ,             ,        2673,         400,            0,
01/02/2015,NUTR  ,             ,        4675,        1213,            0,
01/02/2015,NUVA  ,             ,       10602,       12905,            0,
01/02/2015,NVAX  ,             ,       40696,      116182,            0,
01/02/2015,NVDA  ,             ,       44423,      215125,            0,
01/02/2015,NVDQ  ,             ,        3793,        4355,            0,
01/02/2015,NVEC  ,             ,          75,         201,            0,
01/02/2015,NVEE  ,             ,         290,        1500,            0,
01/02/2015,NVFY  ,             ,        1590,        2700,            0,
01/02/2015,NVGN  ,             ,         731,         200,            0,
01/02/2015,NVMI  ,             ,        2851,        2685,            0,
01/02/2015,NWBI  ,             ,        2744,       25492,            0,
01/02/2015,NWBO  ,             ,        1178,       27163,            0,
01/02/2015,NWLI  ,             ,          36,         514,            0,
01/02/2015,NWPX  ,             ,        1006,        1482,            0,
01/02/2015,NWS   ,             ,        1210,        3034,            0,
01/02/2015,NWSA  ,             ,       21580,      195942,            0,
01/02/2015,NXPI  ,             ,       43980,       47454,            0,
01/02/2015,NXST  ,             ,         786,       11680,            0,
01/02/2015,NXTD  ,             ,         500,        3620,            0,
01/02/2015,NXTDW ,             ,         100,           0,            0,
01/02/2015,NXTM  ,             ,        2870,       26904,            0,
01/02/2015,NYMT  ,             ,        8789,       36730,            0,
01/02/2015,NYMTP ,             ,        1100,           0,            0,
01/02/2015,NYMX  ,             ,        3072,         400,            0,
01/02/2015,NYNY  ,             ,         622,       10201,            0,
01/02/2015,NZF   ,             ,          31,           0,            0,
01/02/2015,OBCI  ,             ,        1432,           0,            0,
01/02/2015,OCC   ,             ,          28,         600,            0,
01/02/2015,OCFC  ,             ,         407,        3128,            0,
01/02/2015,OCLR  ,             ,        3243,       35967,            0,
01/02/2015,OCLS  ,             ,         308,         400,            0,
01/02/2015,OCRX  ,             ,        1950,        5246,            0,
01/02/2015,OCUL  ,             ,        1002,        2700,            0,
01/02/2015,ODFL  ,             ,        6252,       17236,            0,
01/02/2015,ODP   ,             ,       33691,      125141,            0,
01/02/2015,OFIX  ,             ,         498,        3346,            0,
01/02/2015,OFLX  ,             ,          37,         800,            0,
01/02/2015,OFS   ,             ,         610,        1572,            0,
01/02/2015,OGXI  ,             ,       19866,       14300,            0,
01/02/2015,OHAI  ,             ,        1900,        5004,            0,
01/02/2015,OHI   ,             ,           2,           0,            0,
01/02/2015,OHRP  ,             ,         383,        1301,            0,
01/02/2015,OIH   ,             ,           0,        4000,            0,
01/02/2015,OII   ,             ,         200,           0,            0,
01/02/2015,OIS   ,             ,         200,           0,            0,
01/02/2015,OKSB  ,             ,         407,        2883,            0,
01/02/2015,OLBK  ,             ,         105,        1100,            0,
01/02/2015,OLED  ,             ,        3169,       11199,            0,
01/02/2015,OMAB  ,             ,         377,         494,            0,
01/02/2015,OMCL  ,             ,        2046,        6028,            0,
01/02/2015,OMED  ,             ,         359,       10816,            0,
01/02/2015,OMER  ,             ,        2706,       13428,            0,
01/02/2015,OMEX  ,             ,        3065,       10215,            0,
01/02/2015,ONB   ,             ,        4219,       21216,            0,
01/02/2015,ONCY  ,             ,         730,         400,            0,
01/02/2015,ONDK  ,             ,         300,           0,            0,
01/02/2015,ONEQ  ,             ,         631,        4166,            0,
01/02/2015,ONNN  ,             ,       18617,       79130,            0,
01/02/2015,ONTX  ,             ,        1211,        3900,            0,
01/02/2015,ONTY  ,             ,        3516,       42297,            0,
01/02/2015,ONVI  ,             ,          75,        6805,            0,
01/02/2015,ONVO  ,             ,         900,           0,            0,
01/02/2015,OPB   ,             ,         230,        3090,            0,
01/02/2015,OPHT  ,             ,        2306,        9510,            0,
01/02/2015,OPOF  ,             ,           1,           0,            0,
01/02/2015,OPTT  ,             ,        1786,        1186,            0,
01/02/2015,OPXA  ,             ,         142,         100,            0,
01/02/2015,OPY   ,             ,           0,          15,            0,
01/02/2015,ORBC  ,             ,        1257,       14892,            0,
01/02/2015,ORBK  ,             ,        1151,        1347,            0,
01/02/2015,ORCL  ,             ,        7470,          20,            0,
01/02/2015,OREX  ,             ,       24654,       46932,            0,
01/02/2015,ORIG  ,             ,        4189,        4138,            0,
01/02/2015,ORIT  ,             ,        1546,        7772,            0,
01/02/2015,ORLY  ,             ,        8230,      115631,            0,
01/02/2015,ORMP  ,             ,        9456,         900,            0,
01/02/2015,ORPN  ,             ,           0,         100,            0,
01/02/2015,ORRF  ,             ,         257,           0,            0,
01/02/2015,OSBC  ,             ,           0,        2044,            0,
01/02/2015,OSBCP ,             ,          80,           0,            0,
01/02/2015,OSGB  ,             ,        1401,           0,            0,
01/02/2015,OSHC  ,             ,         200,           0,            0,
01/02/2015,OSIR  ,             ,        1395,        6457,            0,
01/02/2015,OSIS  ,             ,         929,        7517,            0,
01/02/2015,OSM   ,             ,         100,           0,            0,
01/02/2015,OSN   ,             ,           0,         300,            0,
01/02/2015,OSTK  ,             ,         301,        5161,            0,
01/02/2015,OSUR  ,             ,        5553,       14733,            0,
01/02/2015,OTEL  ,             ,         100,           0,            0,
01/02/2015,OTEX  ,             ,        9050,        1414,            0,
01/02/2015,OTIC  ,             ,        1014,        8906,            0,
01/02/2015,OTIV  ,             ,        1000,         700,            0,
01/02/2015,OTTR  ,             ,        3258,        9287,            0,
01/02/2015,OUTR  ,             ,        5227,       13425,            0,
01/02/2015,OVAS  ,             ,       13729,       19756,            0,
01/02/2015,OVLY  ,             ,           2,           0,            0,
01/02/2015,OVTI  ,             ,       17471,       11026,            0,
01/02/2015,OXFD  ,             ,         262,         710,            0,
01/02/2015,OXGN  ,             ,        1100,       12500,            0,
01/02/2015,OXLC  ,             ,        2010,         362,            0,
01/02/2015,OXLCO ,             ,           1,           0,            0,
01/02/2015,OXY   ,             ,         200,           0,            0,
01/02/2015,OZRK  ,             ,        3191,       13658,            0,
01/02/2015,PAAS  ,             ,       20046,       30454,            0,
01/02/2015,PAC   ,             ,           0,          22,            0,
01/02/2015,PACB  ,             ,        6392,       33025,            0,
01/02/2015,PACW  ,             ,        5322,       33506,            0,
01/02/2015,PAGG  ,             ,         125,          28,            0,
01/02/2015,PAHC  ,             ,         563,       11467,            0,
01/02/2015,PANL  ,             ,          19,          19,            0,
01/02/2015,PARN  ,             ,         100,           0,            0,
01/02/2015,PATK  ,             ,         182,        1995,            0,
01/02/2015,PAYX  ,             ,       31100,      220525,            0,
01/02/2015,PBCT  ,             ,       29416,      105846,            0,
01/02/2015,PBFX  ,             ,           0,         200,            0,
01/02/2015,PBIP  ,             ,         100,           0,            0,
01/02/2015,PBPB  ,             ,        3919,       13915,            0,
01/02/2015,PCAR  ,             ,       22687,      105900,            0,
01/02/2015,PCBK  ,             ,         426,        2888,            0,
01/02/2015,PCCC  ,             ,         192,        3846,            0,
01/02/2015,PCH   ,             ,        2529,       15392,            0,
01/02/2015,PCLN  ,             ,        3728,       17053,            0,
