Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,CVGI  ,             ,         537,        4698,            0,
01/02/2015,CVGW  ,             ,         430,        4988,            0,
01/02/2015,CVI   ,             ,         100,           0,            0,
01/02/2015,CVLT  ,             ,        1983,       17905,            0,
01/02/2015,CVS   ,             ,         400,           0,            0,
01/02/2015,CVTI  ,             ,         695,        6511,            0,
01/02/2015,CVV   ,             ,         952,           0,            0,
01/02/2015,CWAY  ,             ,           4,           0,            0,
01/02/2015,CWCO  ,             ,        1346,         216,            0,
01/02/2015,CWST  ,             ,         589,        6056,            0,
01/02/2015,CXDC  ,             ,         546,           3,            0,
01/02/2015,CY    ,             ,       32457,       65366,            0,
01/02/2015,CYBR  ,             ,        2042,        3580,            0,
01/02/2015,CYBX  ,             ,         611,       10206,            0,
01/02/2015,CYCC  ,             ,         110,        1151,            0,
01/02/2015,CYCCP ,             ,           1,           0,            0,
01/02/2015,CYHHZ ,             ,         103,           0,            0,
01/02/2015,CYNO  ,             ,         667,       13044,            0,
01/02/2015,CYOU  ,             ,        2250,        2380,            0,
01/02/2015,CYTK  ,             ,       30053,       16768,            0,
01/02/2015,CYTR  ,             ,       31535,        3501,            0,
01/02/2015,CYTX  ,             ,        1705,       10148,            0,
01/02/2015,CZNC  ,             ,         805,        1822,            0,
01/02/2015,CZR   ,             ,        4231,       29364,            0,
01/02/2015,DAIO  ,             ,          50,           0,            0,
01/02/2015,DAKT  ,             ,        2396,        4013,            0,
01/02/2015,DARA  ,             ,        1430,           0,            0,
01/02/2015,DATE  ,             ,        9900,         200,            0,
01/02/2015,DAVE  ,             ,          60,         678,            0,
01/02/2015,DBC   ,             ,         400,           0,            0,
01/02/2015,DBVT  ,             ,           5,       33497,            0,
01/02/2015,DCIX  ,             ,         100,         600,            0,
01/02/2015,DCOM  ,             ,        3001,        3981,            0,
01/02/2015,DCTH  ,             ,          94,           0,            0,
01/02/2015,DD    ,             ,           2,           0,            0,
01/02/2015,DENN  ,             ,       10854,       17213,            0,
01/02/2015,DEPO  ,             ,        4653,       19440,            0,
01/02/2015,DERM  ,             ,         288,        5006,            0,
01/02/2015,DEST  ,             ,         315,        1251,            0,
01/02/2015,DFRG  ,             ,         677,        3715,            0,
01/02/2015,DFVL  ,             ,          23,           0,            0,
01/02/2015,DGAS  ,             ,         500,         181,            0,
01/02/2015,DGICA ,             ,        1011,        1289,            0,
01/02/2015,DGICB ,             ,           0,           1,            0,
01/02/2015,DGII  ,             ,        1608,        2745,            0,
01/02/2015,DGLD  ,             ,         500,           0,            0,
01/02/2015,DGLY  ,             ,        3420,        2404,            0,
01/02/2015,DGRS  ,             ,        1003,           0,            0,
01/02/2015,DGRW  ,             ,        2420,         100,            0,
01/02/2015,DHIL  ,             ,         525,         436,            0,
01/02/2015,DHRM  ,             ,         100,           0,            0,
01/02/2015,DIAX  ,             ,         200,           0,            0,
01/02/2015,DIG   ,             ,           1,           0,            0,
01/02/2015,DIOD  ,             ,         948,        9179,            0,
01/02/2015,DISCA ,             ,       14509,       60620,            0,
01/02/2015,DISCK ,             ,        9333,       82987,            0,
01/02/2015,DISH  ,             ,       32315,       38876,            0,
01/02/2015,DJCO  ,             ,         880,         362,            0,
01/02/2015,DLHC  ,             ,         150,        1051,            0,
01/02/2015,DLNG  ,             ,           0,         111,            0,
01/02/2015,DLR   ,             ,         200,           0,            0,
01/02/2015,DLTR  ,             ,       17851,       81154,            0,
01/02/2015,DMLP  ,             ,         875,        3046,            0,
01/02/2015,DMND  ,             ,        8965,        9703,            0,
01/02/2015,DMRC  ,             ,         181,        4034,            0,
01/02/2015,DNKN  ,             ,        6620,       24593,            0,
01/02/2015,DNN   ,             ,        4800,           0,            0,
01/02/2015,DNR   ,             ,         200,           0,            0,
01/02/2015,DO    ,             ,         200,           0,            0,
01/02/2015,DORM  ,             ,        1296,       10212,            0,
01/02/2015,DOX   ,             ,        4593,       21631,            0,
01/02/2015,DPLO  ,             ,           0,         100,            0,
01/02/2015,DPRX  ,             ,       18960,         800,            0,
01/02/2015,DPS   ,             ,           0,          49,            0,
01/02/2015,DRAD  ,             ,         200,         400,            0,
01/02/2015,DRE   ,             ,           2,           0,            0,
01/02/2015,DRIV  ,             ,         911,        9128,            0,
01/02/2015,DRNA  ,             ,          63,        9825,            0,
01/02/2015,DRRX  ,             ,        3100,        8300,            0,
01/02/2015,DRWI  ,             ,         857,        2200,            0,
01/02/2015,DRYS  ,             ,       32292,      111615,            0,
01/02/2015,DSCI  ,             ,         391,        4901,            0,
01/02/2015,DSCO  ,             ,        1400,       14700,            0,
01/02/2015,DSGX  ,             ,         100,         100,            0,
01/02/2015,DSKY  ,             ,        2315,         998,            0,
01/02/2015,DSLV  ,             ,         655,         396,            0,
01/02/2015,DSPG  ,             ,         829,       10961,            0,
01/02/2015,DSWL  ,             ,           0,         100,            0,
01/02/2015,DTLK  ,             ,        1405,        2701,            0,
01/02/2015,DTSI  ,             ,         843,        4818,            0,
01/02/2015,DTUS  ,             ,           0,         300,            0,
01/02/2015,DTV   ,             ,       17155,      164058,            0,
01/02/2015,DTYS  ,             ,          25,           0,            0,
01/02/2015,DUC   ,             ,           2,           0,            0,
01/02/2015,DVAX  ,             ,        2297,       10480,            0,
01/02/2015,DVCR  ,             ,          41,           0,            0,
01/02/2015,DWA   ,             ,        5861,       42097,            0,
01/02/2015,DWCH  ,             ,         736,        7915,            0,
01/02/2015,DWSN  ,             ,         908,        2220,            0,
01/02/2015,DXCM  ,             ,        3293,       15394,            0,
01/02/2015,DXJS  ,             ,         109,           0,            0,
01/02/2015,DXLG  ,             ,         990,       10127,            0,
01/02/2015,DXM   ,             ,         387,        4202,            0,
01/02/2015,DXPE  ,             ,         411,        6759,            0,
01/02/2015,DXYN  ,             ,         388,        2437,            0,
01/02/2015,DYAX  ,             ,        8473,       38791,            0,
01/02/2015,EA    ,             ,       25211,      103732,            0,
01/02/2015,EAC   ,             ,        1654,        6600,            0,
01/02/2015,EARS  ,             ,         100,           0,            0,
01/02/2015,EBAY  ,             ,       66307,     1119755,            0,
01/02/2015,EBIO  ,             ,         390,         600,            0,
01/02/2015,EBIX  ,             ,        2056,       10423,            0,
01/02/2015,EBSB  ,             ,         358,        5696,            0,
01/02/2015,EBTC  ,             ,         395,        1189,            0,
01/02/2015,ECA   ,             ,         200,           0,            0,
01/02/2015,ECHO  ,             ,        2207,       10493,            0,
01/02/2015,ECOL  ,             ,        1616,       10038,            0,
01/02/2015,ECPG  ,             ,         971,       10836,            0,
01/02/2015,ECTE  ,             ,          50,         400,            0,
01/02/2015,ECYT  ,             ,        6470,       15290,            0,
01/02/2015,EDAP  ,             ,        1209,        6270,            0,
01/02/2015,EDD   ,             ,        3700,           0,            0,
01/02/2015,EDEN  ,             ,         100,           0,            0,
01/02/2015,EDS   ,             ,           0,        3000,            0,
01/02/2015,EDUC  ,             ,          20,           0,            0,
01/02/2015,EEFT  ,             ,        1918,       13280,            0,
01/02/2015,EEM   ,             ,           0,      260000,            0,
01/02/2015,EEME  ,             ,         100,           0,            0,
01/02/2015,EFII  ,             ,        2042,       39790,            0,
01/02/2015,EFSC  ,             ,         407,        2182,            0,
01/02/2015,EFT   ,             ,           2,           0,            0,
01/02/2015,EGAN  ,             ,        1800,        1500,            0,
01/02/2015,EGBN  ,             ,         509,        2561,            0,
01/02/2015,EGHT  ,             ,        6439,       25679,            0,
01/02/2015,EGLE  ,             ,         201,         502,            0,
01/02/2015,EGLT  ,             ,         463,         300,            0,
01/02/2015,EGN   ,             ,         100,           0,            0,
01/02/2015,EGOV  ,             ,        2310,       13771,            0,
01/02/2015,EGRX  ,             ,        2345,        2600,            0,
01/02/2015,EHTH  ,             ,         984,       14221,            0,
01/02/2015,EIGI  ,             ,        1782,       23976,            0,
01/02/2015,EIX   ,             ,        1000,           0,            0,
01/02/2015,ELGX  ,             ,        5218,       19115,            0,
01/02/2015,ELNK  ,             ,        4169,       25363,            0,
01/02/2015,ELON  ,             ,         400,        6927,            0,
01/02/2015,ELOS  ,             ,         700,        1634,            0,
01/02/2015,ELRC  ,             ,         307,        3400,            0,
01/02/2015,ELTK  ,             ,        3000,           0,            0,
01/02/2015,EMCB  ,             ,         488,           0,            0,
01/02/2015,EMCG  ,             ,         200,           0,            0,
01/02/2015,EMCI  ,             ,         209,         701,            0,
01/02/2015,EMF   ,             ,           3,           0,            0,
01/02/2015,EMIF  ,             ,          89,          18,            0,
01/02/2015,EMKR  ,             ,         785,        5880,            0,
01/02/2015,ENDP  ,             ,        8975,       57184,            0,
01/02/2015,ENFC  ,             ,           0,         600,            0,
01/02/2015,ENG   ,             ,        2502,           0,            0,
01/02/2015,ENOC  ,             ,        1669,        8102,            0,
01/02/2015,ENPH  ,             ,       10803,       20172,            0,
01/02/2015,ENSG  ,             ,         584,        4575,            0,
01/02/2015,ENT   ,             ,        6499,       17128,            0,
01/02/2015,ENTA  ,             ,        1994,       13376,            0,
01/02/2015,ENTG  ,             ,        5476,       39209,            0,
01/02/2015,ENTR  ,             ,        8712,       29602,            0,
01/02/2015,ENVI  ,             ,         100,          20,            0,
01/02/2015,ENZN  ,             ,        2759,        2100,            0,
01/02/2015,EOPN  ,             ,        4289,       14321,            0,
01/02/2015,EPAX  ,             ,           0,         300,            0,
01/02/2015,EPAY  ,             ,         818,       12915,            0,
01/02/2015,EPIQ  ,             ,         882,        4911,            0,
01/02/2015,EPRS  ,             ,         587,         200,            0,
01/02/2015,EPZM  ,             ,        7329,       12221,            0,
01/02/2015,EQIX  ,             ,        2325,       16878,            0,
01/02/2015,ERF   ,             ,           2,           0,            0,
01/02/2015,ERIC  ,             ,       37230,       14260,            0,
01/02/2015,ERIE  ,             ,         571,        3335,            0,
01/02/2015,ERII  ,             ,        1584,        4119,            0,
01/02/2015,EROC  ,             ,        4366,       15382,            0,
01/02/2015,ESBF  ,             ,         410,        1278,            0,
01/02/2015,ESCA  ,             ,         128,        1223,            0,
01/02/2015,ESCR  ,             ,         780,           0,            0,
01/02/2015,ESCRP ,             ,         300,           0,            0,
01/02/2015,ESEA  ,             ,        1000,           0,            0,
01/02/2015,ESGR  ,             ,         324,        1188,            0,
01/02/2015,ESIO  ,             ,         784,        6844,            0,
01/02/2015,ESLT  ,             ,         232,          22,            0,
01/02/2015,ESMC  ,             ,        1400,           0,            0,
01/02/2015,ESPR  ,             ,        6258,       10257,            0,
01/02/2015,ESRX  ,             ,       41260,      250848,            0,
01/02/2015,ESSA  ,             ,         492,           0,            0,
01/02/2015,ESSX  ,             ,         100,         300,            0,
01/02/2015,ESYS  ,             ,         500,           0,            0,
01/02/2015,ETFC  ,             ,       14681,      172367,            0,
01/02/2015,ETR   ,             ,           0,          40,            0,
01/02/2015,ETRM  ,             ,        1000,       15700,            0,
01/02/2015,EUFN  ,             ,        1783,         182,            0,
01/02/2015,EVAL  ,             ,         175,           0,            0,
01/02/2015,EVEP  ,             ,        2367,       16462,            0,
01/02/2015,EVK   ,             ,          65,           0,            0,
01/02/2015,EVLV  ,             ,        1463,        6103,            0,
01/02/2015,EVOK  ,             ,         395,         100,            0,
01/02/2015,EVOL  ,             ,         120,        1251,            0,
01/02/2015,EVRY  ,             ,        1000,         400,            0,
01/02/2015,EWBC  ,             ,        3436,       38373,            0,
01/02/2015,EWP   ,             ,           0,           3,            0,
01/02/2015,EXA   ,             ,          10,         100,            0,
01/02/2015,EXAC  ,             ,        9385,        3310,            0,
01/02/2015,EXAS  ,             ,       16305,       25802,            0,
01/02/2015,EXEL  ,             ,       35252,       53642,            0,
01/02/2015,EXH   ,             ,         100,           0,            0,
01/02/2015,EXLP  ,             ,        5738,        4249,            0,
01/02/2015,EXLS  ,             ,         823,        5934,            0,
01/02/2015,EXPD  ,             ,       15036,       82111,            0,
01/02/2015,EXPE  ,             ,        9299,       52352,            0,
01/02/2015,EXPO  ,             ,         264,        2602,            0,
01/02/2015,EXTR  ,             ,        3989,       20480,            0,
01/02/2015,EXXI  ,             ,       19363,       44184,            0,
01/02/2015,EYES  ,             ,         594,        3700,            0,
01/02/2015,EZA   ,             ,           2,           0,            0,
01/02/2015,EZCH  ,             ,         698,         202,            0,
01/02/2015,EZPW  ,             ,        4363,       23494,            0,
01/02/2015,F     ,             ,           3,           0,            0,
01/02/2015,FALC  ,             ,          90,         300,            0,
01/02/2015,FANG  ,             ,       12894,       13103,            0,
01/02/2015,FARM  ,             ,         197,        1040,            0,
01/02/2015,FARO  ,             ,         580,        8134,            0,
01/02/2015,FAST  ,             ,       26344,       95098,            0,
01/02/2015,FATE  ,             ,       34300,        1300,            0,
01/02/2015,FAX   ,             ,         100,           0,            0,
01/02/2015,FB    ,             ,      147409,      601744,            0,
01/02/2015,FBIZ  ,             ,         135,        1227,            0,
01/02/2015,FBMS  ,             ,           1,           0,            0,
01/02/2015,FBNC  ,             ,         405,        2655,            0,
01/02/2015,FBNK  ,             ,         504,        3201,            0,
01/02/2015,FBRC  ,             ,         115,        1149,            0,
01/02/2015,FBSS  ,             ,         137,           0,            0,
01/02/2015,FC    ,             ,           0,          70,            0,
01/02/2015,FCBC  ,             ,         307,        2593,            0,
01/02/2015,FCEL  ,             ,       15526,      127519,            0,
01/02/2015,FCFS  ,             ,         655,        4999,            0,
01/02/2015,FCHI  ,             ,         750,           0,            0,
01/02/2015,FCNCA ,             ,         148,        1288,            0,
01/02/2015,FCS   ,             ,        7816,       37702,            0,
01/02/2015,FCSC  ,             ,           0,          19,            0,
01/02/2015,FCX   ,             ,         800,           0,            0,
01/02/2015,FCZA  ,             ,         673,           0,            0,
01/02/2015,FDEF  ,             ,         121,        1406,            0,
01/02/2015,FDML  ,             ,        3376,        8051,            0,
01/02/2015,FDUS  ,             ,        1528,        3889,            0,
01/02/2015,FEIC  ,             ,        1101,       11934,            0,
01/02/2015,FEIM  ,             ,           0,         920,            0,
01/02/2015,FELE  ,             ,        1308,       10801,            0,
01/02/2015,FES   ,             ,         300,         700,            0,
01/02/2015,FEYE  ,             ,       35928,       59245,            0,
01/02/2015,FFBC  ,             ,        3482,       21777,            0,
01/02/2015,FFHL  ,             ,           9,         445,            0,
01/02/2015,FFIC  ,             ,         621,        2647,            0,
01/02/2015,FFIN  ,             ,        3148,       13011,            0,
01/02/2015,FFIV  ,             ,        5569,       26031,            0,
01/02/2015,FFKT  ,             ,         200,         453,            0,
01/02/2015,FFNW  ,             ,         173,        1086,            0,
01/02/2015,FGEN  ,             ,         328,        2173,            0,
01/02/2015,FHCO  ,             ,         581,        4341,            0,
01/02/2015,FIBK  ,             ,         972,        7536,            0,
01/02/2015,FINL  ,             ,        5297,       35909,            0,
01/02/2015,FISH  ,             ,        1050,         100,            0,
01/02/2015,FISI  ,             ,         435,        1699,            0,
01/02/2015,FISV  ,             ,       17232,      106549,            0,
01/02/2015,FITB  ,             ,       64322,      220091,            0,
01/02/2015,FITBI ,             ,        1000,         100,            0,
01/02/2015,FIVE  ,             ,        3665,       19619,            0,
01/02/2015,FIVN  ,             ,         641,        5140,            0,
01/02/2015,FIZZ  ,             ,         798,        3325,            0,
01/02/2015,FLDM  ,             ,        1281,        7109,            0,
01/02/2015,FLEX  ,             ,       13948,       88885,            0,
01/02/2015,FLIC  ,             ,         441,        2591,            0,
01/02/2015,FLIR  ,             ,        3492,       40316,            0,
01/02/2015,FLL   ,             ,         100,         200,            0,
01/02/2015,FLML  ,             ,        4636,       10493,            0,
01/02/2015,FLWS  ,             ,        5193,        4790,            0,
01/02/2015,FLXN  ,             ,       25878,        5292,            0,
01/02/2015,FLXS  ,             ,         372,         779,            0,
01/02/2015,FMBI  ,             ,        3660,       16794,            0,
01/02/2015,FMER  ,             ,       12337,       22175,            0,
01/02/2015,FMI   ,             ,        2903,       15193,            0,
01/02/2015,FMNB  ,             ,         300,           0,            0,
01/02/2015,FN    ,             ,         100,           0,            0,
01/02/2015,FNBC  ,             ,        1296,        1747,            0,
01/02/2015,FNF   ,             ,         100,           0,            0,
01/02/2015,FNFG  ,             ,       20090,       99090,            0,
01/02/2015,FNGN  ,             ,        2036,       13504,            0,
01/02/2015,FNHC  ,             ,        1780,        2967,            0,
01/02/2015,FNJN  ,             ,         230,           0,            0,
01/02/2015,FNLC  ,             ,        1721,        1823,            0,
01/02/2015,FNRG  ,             ,           7,         200,            0,
01/02/2015,FNSR  ,             ,        7665,       28171,            0,
01/02/2015,FOLD  ,             ,        3832,       42486,            0,
01/02/2015,FOMX  ,             ,           0,         237,            0,
01/02/2015,FONR  ,             ,         540,         250,            0,
01/02/2015,FORM  ,             ,        2786,       16970,            0,
01/02/2015,FORR  ,             ,         454,        1593,            0,
01/02/2015,FOSL  ,             ,        1925,       14787,            0,
01/02/2015,FOX   ,             ,       25139,       38082,            0,
01/02/2015,FOXA  ,             ,       74696,      510123,            0,
01/02/2015,FOXF  ,             ,         143,        4470,            0,
01/02/2015,FPRX  ,             ,        1908,        8643,            0,
01/02/2015,FRAN  ,             ,        3337,       17938,            0,
01/02/2015,FRBK  ,             ,        1702,        4496,            0,
01/02/2015,FRED  ,             ,        1848,        7854,            0,
01/02/2015,FREE  ,             ,       12375,       16800,            0,
01/02/2015,FRGI  ,             ,        1795,        7109,            0,
01/02/2015,FRME  ,             ,         961,        6386,            0,
01/02/2015,FRNK  ,             ,         122,       64052,            0,
01/02/2015,FRP   ,             ,        1983,        1159,            0,
01/02/2015,FRPH  ,             ,         358,         582,            0,
01/02/2015,FRPT  ,             ,        4277,        5041,            0,
01/02/2015,FRSH  ,             ,         548,        1362,            0,
01/02/2015,FSAM  ,             ,         123,         424,            0,
01/02/2015,FSBW  ,             ,         100,           0,            0,
01/02/2015,FSC   ,             ,       13843,       67869,            0,
01/02/2015,FSCFL ,             ,          20,           0,            0,
01/02/2015,FSFR  ,             ,        7043,        8334,            0,
01/02/2015,FSGI  ,             ,        1056,         100,            0,
01/02/2015,FSLR  ,             ,       18329,       67555,            0,
01/02/2015,FSNN  ,             ,         600,           0,            0,
01/02/2015,FSRV  ,             ,         200,         430,            0,
01/02/2015,FSTR  ,             ,         419,         912,            0,
01/02/2015,FSYS  ,             ,         493,        2891,            0,
01/02/2015,FTCS  ,             ,         202,         242,            0,
01/02/2015,FTD   ,             ,         653,        4187,            0,
01/02/2015,FTEK  ,             ,        1070,          29,            0,
01/02/2015,FTF   ,             ,         700,           0,            0,
01/02/2015,FTGC  ,             ,         781,           0,            0,
01/02/2015,FTHI  ,             ,           1,           0,            0,
01/02/2015,FTI   ,             ,         200,           0,            0,
01/02/2015,FTNT  ,             ,       13333,       55269,            0,
01/02/2015,FTR   ,             ,       95950,      369947,            0,
01/02/2015,FTSL  ,             ,         546,           0,            0,
01/02/2015,FTSM  ,             ,           0,         185,            0,
01/02/2015,FUEL  ,             ,        1672,       35238,            0,
01/02/2015,FULL  ,             ,         418,         800,            0,
01/02/2015,FULT  ,             ,        2812,       46733,            0,
01/02/2015,FUND  ,             ,         669,         500,            0,
01/02/2015,FV    ,             ,        6485,        1724,            0,
01/02/2015,FWM   ,             ,        5638,       16101,            0,
01/02/2015,FWP   ,             ,         125,           5,            0,
01/02/2015,FWRD  ,             ,        1805,        7755,            0,
01/02/2015,FXCB  ,             ,         154,        2211,            0,
01/02/2015,FXEN  ,             ,       10058,       17819,            0,
01/02/2015,GABC  ,             ,         318,        1649,            0,
01/02/2015,GAIA  ,             ,         309,        1301,            0,
01/02/2015,GAIN  ,             ,        3905,        6155,            0,
01/02/2015,GAINO ,             ,           1,           0,            0,
01/02/2015,GAINP ,             ,           1,           0,            0,
01/02/2015,GALE  ,             ,        4696,       27360,            0,
01/02/2015,GALT  ,             ,        5306,        3798,            0,
01/02/2015,GAME  ,             ,        1200,        3423,            0,
01/02/2015,GARS  ,             ,        1610,        3266,            0,
01/02/2015,GASS  ,             ,         118,        2962,            0,
01/02/2015,GBCI  ,             ,        3388,       27595,            0,
01/02/2015,GBDC  ,             ,        1465,       12167,            0,
01/02/2015,GBLI  ,             ,         436,         825,            0,
01/02/2015,GBNK  ,             ,         185,        1401,            0,
01/02/2015,GCVRZ ,             ,           0,       50000,            0,
01/02/2015,GDX   ,             ,         300,           0,            0,
01/02/2015,GDXJ  ,             ,         100,           0,            0,
01/02/2015,GENC  ,             ,          80,         100,            0,
01/02/2015,GENE  ,             ,        4100,           0,            0,
01/02/2015,GEOS  ,             ,        2384,        5440,            0,
01/02/2015,GERN  ,             ,       13711,       51432,            0,
01/02/2015,GEVA  ,             ,        1456,        8446,            0,
01/02/2015,GEVO  ,             ,        1050,       21400,            0,
01/02/2015,GFN   ,             ,         493,        3837,            0,
01/02/2015,GGAL  ,             ,        1814,        2965,            0,
01/02/2015,GHDX  ,             ,        1531,        7321,            0,
01/02/2015,GIFI  ,             ,         432,        1692,            0,
01/02/2015,GIGA  ,             ,          20,           0,            0,
01/02/2015,GIGM  ,             ,        4000,         200,            0,
01/02/2015,GIII  ,             ,         549,        6653,            0,
01/02/2015,GILD  ,             ,      149791,      962942,            0,
01/02/2015,GILT  ,             ,         350,         400,            0,
01/02/2015,GK    ,             ,         774,        3989,            0,
01/02/2015,GLAD  ,             ,        3133,        4771,            0,
01/02/2015,GLDC  ,             ,         100,           0,            0,
01/02/2015,GLDD  ,             ,        3312,        4850,            0,
01/02/2015,GLDI  ,             ,         300,           0,            0,
01/02/2015,GLMD  ,             ,           0,        1200,            0,
01/02/2015,GLNG  ,             ,       38596,       19807,            0,
01/02/2015,GLPI  ,             ,        3530,       36078,            0,
01/02/2015,GLRE  ,             ,         986,        8970,            0,
01/02/2015,GLRI  ,             ,         152,         556,            0,
01/02/2015,GLUU  ,             ,       16912,      113196,            0,
01/02/2015,GLYC  ,             ,          20,        1049,            0,
01/02/2015,GMAN  ,             ,         100,        2615,            0,
01/02/2015,GMCR  ,             ,       11239,       54896,            0,
01/02/2015,GMLP  ,             ,         937,        9238,            0,
01/02/2015,GNBC  ,             ,         166,        2000,            0,
01/02/2015,GNCA  ,             ,         136,         202,            0,
01/02/2015,GNCMA ,             ,        3657,        7479,            0,
01/02/2015,GNMA  ,             ,         523,           0,            0,
01/02/2015,GNMK  ,             ,        1110,        9646,            0,
01/02/2015,GNTX  ,             ,       16624,       95247,            0,
01/02/2015,GNVC  ,             ,        1235,         100,            0,
01/02/2015,GOGO  ,             ,        4705,       17904,            0,
01/02/2015,GOLD  ,             ,        7543,       17774,            0,
01/02/2015,GOMO  ,             ,         300,         700,            0,
01/02/2015,GOOD  ,             ,         629,        4641,            0,
01/02/2015,GOODO ,             ,           1,           0,            0,
01/02/2015,GOODP ,             ,           1,           0,            0,
01/02/2015,GOOG  ,             ,       13769,       79519,            0,
01/02/2015,GOOGL ,             ,       24106,       81583,            0,
01/02/2015,GORO  ,             ,         500,           0,            0,
01/02/2015,GPOR  ,             ,       11008,       26747,            0,
01/02/2015,GPRE  ,             ,       10886,       36323,            0,
01/02/2015,GPRO  ,             ,       31137,      111073,            0,
01/02/2015,GRBK  ,             ,         735,        1124,            0,
01/02/2015,GRFS  ,             ,        1768,       10498,            0,
01/02/2015,GRID  ,             ,           0,           1,            0,
01/02/2015,GRMN  ,             ,       16445,       47436,            0,
01/02/2015,GROW  ,             ,           2,           0,            0,
01/02/2015,GRPN  ,             ,       86602,      115425,            0,
01/02/2015,GSBC  ,             ,         495,        1424,            0,
01/02/2015,GSH   ,             ,           2,           0,            0,
01/02/2015,GSIG  ,             ,         672,        5313,            0,
01/02/2015,GSIT  ,             ,           0,        2000,            0,
01/02/2015,GSK   ,             ,           2,           0,            0,
01/02/2015,GSM   ,             ,        3411,       18862,            0,
01/02/2015,GSOL  ,             ,         292,         682,            0,
01/02/2015,GSVC  ,             ,        3250,         298,            0,
01/02/2015,GT    ,             ,       29257,      171673,            0,
01/02/2015,GTIM  ,             ,        2830,        6308,            0,
01/02/2015,GTIV  ,             ,        2920,        7034,            0,
01/02/2015,GTLS  ,             ,        6300,       17337,            0,
01/02/2015,GTXI  ,             ,        2717,        9500,            0,
01/02/2015,GUID  ,             ,        3682,        5284,            0,
01/02/2015,GULF  ,             ,        3397,           0,            0,
01/02/2015,GURE  ,             ,           0,         192,            0,
01/02/2015,GWGH  ,             ,           0,         100,            0,
01/02/2015,GWPH  ,             ,        1215,        5544,            0,
01/02/2015,GYRO  ,             ,         100,           0,            0,
01/02/2015,HA    ,             ,       14464,       27564,            0,
01/02/2015,HABT  ,             ,        2300,        3598,            0,
01/02/2015,HAFC  ,             ,         700,        3521,            0,
01/02/2015,HAIN  ,             ,       18775,       24985,            0,
01/02/2015,HAL   ,             ,         200,           0,            0,
01/02/2015,HALL  ,             ,        1133,        3404,            0,
01/02/2015,HALO  ,             ,        8493,       43928,            0,
01/02/2015,HART  ,             ,         300,         700,            0,
01/02/2015,HAS   ,             ,       15201,       47437,            0,
01/02/2015,HAWK  ,             ,        2052,       12491,            0,
01/02/2015,HAWKB ,             ,        1996,        8675,            0,
01/02/2015,HAYN  ,             ,         412,        3026,            0,
01/02/2015,HBAN  ,             ,       44976,      256173,            0,
01/02/2015,HBCP  ,             ,           0,         163,            0,
01/02/2015,HBHC  ,             ,        3944,       16835,            0,
01/02/2015,HBIO  ,             ,        1214,        2754,            0,
01/02/2015,HBNC  ,             ,         117,         995,            0,
01/02/2015,HBNK  ,             ,           0,         141,            0,
01/02/2015,HBOS  ,             ,           0,         604,            0,
01/02/2015,HBP   ,             ,          70,           0,            0,
01/02/2015,HCBK  ,             ,       22985,      148702,            0,
01/02/2015,HCCI  ,             ,         410,        8013,            0,
01/02/2015,HCI   ,             ,           0,          15,            0,
01/02/2015,HCKT  ,             ,        3015,        6648,            0,
01/02/2015,HCOM  ,             ,         331,        1935,            0,
01/02/2015,HCSG  ,             ,        4332,       34222,            0,
01/02/2015,HCT   ,             ,       22956,      148736,            0,
01/02/2015,HDB   ,             ,         100,           0,            0,
01/02/2015,HDNG  ,             ,         146,         900,            0,
01/02/2015,HDP   ,             ,        3700,        6100,            0,
01/02/2015,HDS   ,             ,       23457,       24597,            0,
01/02/2015,HDSN  ,             ,        2000,        2471,            0,
01/02/2015,HEAR  ,             ,        3089,        6900,            0,
01/02/2015,HEES  ,             ,        3127,       25948,            0,
01/02/2015,HEI   ,             ,           0,         100,            0,
01/02/2015,HELE  ,             ,         762,        6260,            0,
01/02/2015,HEOP  ,             ,         386,        3351,            0,
01/02/2015,HERO  ,             ,       50470,      122605,            0,
01/02/2015,HES   ,             ,         200,           0,            0,
01/02/2015,HFBC  ,             ,           0,         100,            0,
01/02/2015,HFFC  ,             ,         100,         400,            0,
01/02/2015,HFWA  ,             ,         571,        4378,            0,
01/02/2015,HGSH  ,             ,         300,         200,            0,
01/02/2015,HGT   ,             ,           2,           0,            0,
01/02/2015,HIBB  ,             ,         938,        9908,            0,
01/02/2015,HIFS  ,             ,          10,         100,            0,
01/02/2015,HIHO  ,             ,        1380,           0,            0,
01/02/2015,HIIQ  ,             ,         605,        3300,            0,
01/02/2015,HILL  ,             ,        8518,        9380,            0,
01/02/2015,HIMX  ,             ,       23269,       10895,            0,
01/02/2015,HKTV  ,             ,           0,         440,            0,
01/02/2015,HLIT  ,             ,        7727,       19342,            0,
01/02/2015,HLSS  ,             ,       13558,       16656,            0,
01/02/2015,HLX   ,             ,         200,           0,            0,
01/02/2015,HMHC  ,             ,        2136,       18858,            0,
01/02/2015,HMIN  ,             ,        2694,        2955,            0,
01/02/2015,HMPR  ,             ,         528,        3262,            0,
01/02/2015,HMST  ,             ,         428,        2291,            0,
01/02/2015,HMSY  ,             ,       14734,       28134,            0,
01/02/2015,HMTV  ,             ,         107,         700,            0,
01/02/2015,HNH   ,             ,         193,        2574,            0,
01/02/2015,HNP   ,             ,           2,           0,            0,
